City,yr2013,yr2014,Difference,PctChg,GEO.display-label,Population,PopHuman,GEO.id,GEO.id2,2014pclga,2014pcincrease,m2013,m2014,mdifference,mpctchg,mpclga,mpcincrease
PINE RIVER,"$247,854.00","$274,000.00","$26,146.00",10.55%,Pine River ,944,944,1600000US2751280,2751280,$290.25,$27.70,247854,274000,26146,.1055,290.25,27.70
PINE SPRINGS,$0.00,$0.00,$0.00,0.00%,Pine Springs ,408,408,1600000US2751316,2751316,$0.00,$0.00,0,0,0,.0000,0.00,0.00
PIPESTONE,"$1,535,857.00","$1,907,456.00","$371,599.00",24.19%,Pipestone ,4317,"4,317",1600000US2751388,2751388,$441.85,$86.08,1535857,1907456,371599,.2419,441.85,86.08
PLAINVIEW,"$544,648.00","$696,835.00","$152,187.00",27.94%,Plainview ,3340,"3,340",1600000US2751424,2751424,$208.63,$45.56,544648,696835,152187,.2794,208.63,45.56
PLATO,"$22,094.00","$31,643.00","$9,549.00",43.22%,Plato ,320,320,1600000US2751460,2751460,$98.88,$29.84,22094,31643,9549,.4322,98.88,29.84
PLUMMER,"$49,211.00","$56,167.00","$6,956.00",14.14%,Plummer ,292,292,1600000US2751712,2751712,$192.35,$23.82,49211,56167,6956,.1414,192.35,23.82
PLYMOUTH,$0.00,$0.00,$0.00,0.00%,Plymouth ,70576,"70,576",1600000US2751730,2751730,$0.00,$0.00,0,0,0,.0000,0.00,0.00
PORTER,"$35,295.00","$35,295.00",$0.00,0.00%,Porter ,183,183,1600000US2752144,2752144,$192.87,$0.00,35295,35295,0,.0000,192.87,0.00
PRESTON,"$484,980.00","$493,987.00","$9,007.00",1.86%,Preston ,1325,"1,325",1600000US2752450,2752450,$372.82,$6.80,484980,493987,9007,.0186,372.82,6.80
PRINCETON,"$612,831.00","$813,075.00","$200,244.00",32.68%,Princeton ,4698,"4,698",1600000US2752522,2752522,$173.07,$42.62,612831,813075,200244,.3268,173.07,42.62
PRINSBURG,"$75,659.00","$89,667.00","$14,008.00",18.51%,Prinsburg ,497,497,1600000US2752558,2752558,$180.42,$28.19,75659,89667,14008,.1851,180.42,28.19
PRIOR LAKE,$0.00,$0.00,$0.00,0.00%,Prior Lake ,22796,"22,796",1600000US2752594,2752594,$0.00,$0.00,0,0,0,.0000,0.00,0.00
PROCTOR,"$955,226.00","$1,019,135.00","$63,909.00",6.69%,Proctor ,3057,"3,057",1600000US2752630,2752630,$333.38,$20.91,955226,1019135,63909,.0669,333.38,20.91
QUAMBA,"$15,487.00","$19,322.00","$3,835.00",24.76%,Quamba ,123,123,1600000US2752756,2752756,$157.09,$31.18,15487,19322,3835,.2476,157.09,31.18
RACINE,"$61,097.00","$72,805.00","$11,708.00",19.16%,Racine ,442,442,1600000US2752882,2752882,$164.72,$26.49,61097,72805,11708,.1916,164.72,26.49
RAMSEY,$0.00,"$91,381.00","$91,381.00",0.00%,Ramsey ,23668,"23,668",1600000US2753026,2753026,$3.86,$3.86,0,91381,91381,.0000,3.86,3.86
RANDALL,"$125,534.00","$162,363.00","$36,829.00",29.34%,Randall ,650,650,1600000US2753080,2753080,$249.79,$56.66,125534,162363,36829,.2934,249.79,56.66
RANDOLPH,"$11,015.00","$22,803.00","$11,788.00",107.02%,Randolph ,436,436,1600000US2753098,2753098,$52.30,$27.04,11015,22803,11788,1.0702,52.30,27.04
RANIER,"$21,685.00","$45,479.00","$23,794.00",109.73%,Ranier ,145,145,1600000US2753134,2753134,$313.65,$164.10,21685,45479,23794,1.0973,313.65,164.10
RAYMOND,"$203,926.00","$234,243.00","$30,317.00",14.87%,Raymond ,764,764,1600000US2753296,2753296,$306.60,$39.68,203926,234243,30317,.1487,306.60,39.68
RED LAKE FALLS,"$546,204.00","$582,709.00","$36,505.00",6.68%,Red Lake Falls ,1427,"1,427",1600000US2753476,2753476,$408.35,$25.58,546204,582709,36505,.0668,408.35,25.58
RED WING,"$619,586.00","$1,619,586.00","$1,000,000.00",161.40%,Red Wing ,16459,"16,459",1600000US2753620,2753620,$98.40,$60.76,619586,1619586,1000000,1.6140,98.40,60.76
REDWOOD FALLS,"$1,075,270.00","$1,400,196.00","$324,926.00",30.22%,Redwood Falls ,5254,"5,254",1600000US2753656,2753656,$266.50,$61.84,1075270,1400196,324926,.3022,266.50,61.84
REGAL,"$2,115.00","$2,115.00",$0.00,0.00%,Regal ,34,34,1600000US2753710,2753710,$62.21,$0.00,2115,2115,0,.0000,62.21,0.00
REMER,"$56,366.00","$64,811.00","$8,445.00",14.98%,Remer ,370,370,1600000US2753782,2753782,$175.16,$22.82,56366,64811,8445,.1498,175.16,22.82
RENVILLE,"$408,605.00","$444,170.00","$35,565.00",8.70%,Renville ,1287,"1,287",1600000US2753890,2753890,$345.12,$27.63,408605,444170,35565,.0870,345.12,27.63
REVERE,"$20,990.00","$21,441.00",$451.00,2.15%,Revere ,95,95,1600000US2753908,2753908,$225.69,$4.75,20990,21441,451,.0215,225.69,4.75
RICE,"$146,674.00","$167,931.00","$21,257.00",14.49%,Rice ,1275,"1,275",1600000US2753998,2753998,$131.71,$16.67,146674,167931,21257,.1449,131.71,16.67
RICHFIELD,"$1,218,346.00","$1,937,907.00","$719,561.00",59.06%,Richfield ,35228,"35,228",1600000US2754214,2754214,$55.01,$20.43,1218346,1937907,719561,.5906,55.01,20.43
RICHMOND,"$237,322.00","$289,007.00","$51,685.00",21.78%,Richmond ,1422,"1,422",1600000US2754268,2754268,$203.24,$36.35,237322,289007,51685,.2178,203.24,36.35
RICHVILLE,"$14,049.00","$15,480.00","$1,431.00",10.19%,Richville ,96,96,1600000US2754340,2754340,$161.25,$14.91,14049,15480,1431,.1019,161.25,14.91
RIVERTON,"$5,562.00","$6,428.00",$866.00,15.57%,Riverton ,117,117,1600000US2754736,2754736,$54.94,$7.40,5562,6428,866,.1557,54.94,7.40
ROBBINSDALE,"$1,170,849.00","$1,619,093.00","$448,244.00",38.28%,Robbinsdale ,13953,"13,953",1600000US2754808,2754808,$116.04,$32.13,1170849,1619093,448244,.3828,116.04,32.13
ROCHESTER,"$5,101,571.00","$6,930,376.00","$1,828,805.00",35.85%,Rochester ,106769,"106,769",1600000US2754880,2754880,$64.91,$17.13,5101571,6930376,1828805,.3585,64.91,17.13
ROCK CREEK,"$133,506.00","$208,588.00","$75,082.00",56.24%,Rock Creek ,1628,"1,628",1600000US2754934,2754934,$128.13,$46.12,133506,208588,75082,.5624,128.13,46.12
ROCKFORD,"$309,689.00","$453,290.00","$143,601.00",46.37%,Rockford ,4316,"4,316",1600000US2755006,2755006,$105.03,$33.27,309689,453290,143601,.4637,105.03,33.27
ROCKVILLE,"$105,568.00","$168,093.00","$62,525.00",59.23%,Rockville ,2448,"2,448",1600000US2755078,2755078,$68.67,$25.54,105568,168093,62525,.5923,68.67,25.54
ROGERS,$0.00,"$97,137.00","$97,137.00",0.00%,Rogers ,8597,"8,597",1600000US2755186,2755186,$11.30,$11.30,0,97137,97137,.0000,11.30,11.30
ROLLINGSTONE,"$135,555.00","$155,260.00","$19,705.00",14.54%,Rollingstone ,664,664,1600000US2755276,2755276,$233.83,$29.68,135555,155260,19705,.1454,233.83,29.68
ROOSEVELT,"$18,964.00","$23,807.00","$4,843.00",25.54%,Roosevelt ,151,151,1600000US2755438,2755438,$157.66,$32.07,18964,23807,4843,.2554,157.66,32.07
ROSCOE,"$21,702.00","$21,702.00",$0.00,0.00%,Roscoe ,102,102,1600000US2755510,2755510,$212.76,$0.00,21702,21702,0,.0000,212.76,0.00
ROSE CREEK,"$71,101.00","$84,232.00","$13,131.00",18.47%,Rose Creek ,394,394,1600000US2755600,2755600,$213.79,$33.33,71101,84232,13131,.1847,213.79,33.33
ROSEAU,"$569,076.00","$650,330.00","$81,254.00",14.28%,Roseau ,2633,"2,633",1600000US2755546,2755546,$246.99,$30.86,569076,650330,81254,.1428,246.99,30.86
ROSEMOUNT,$0.00,$0.00,$0.00,0.00%,Rosemount ,21874,"21,874",1600000US2755726,2755726,$0.00,$0.00,0,0,0,.0000,0.00,0.00
ROSEVILLE,$0.00,"$224,940.00","$224,940.00",0.00%,Roseville ,33660,"33,660",1600000US2755852,2755852,$6.68,$6.68,0,224940,224940,.0000,6.68,6.68
ROTHSAY,"$116,916.00","$129,551.00","$12,635.00",10.81%,Rothsay ,493,493,1600000US2756014,2756014,$262.78,$25.63,116916,129551,12635,.1081,262.78,25.63
ROUND LAKE,"$119,605.00","$121,131.00","$1,526.00",1.28%,Round Lake ,376,376,1600000US2756086,2756086,$322.16,$4.06,119605,121131,1526,.0128,322.16,4.06
ROYALTON,"$209,265.00","$277,375.00","$68,110.00",32.55%,Royalton ,1242,"1,242",1600000US2756176,2756176,$223.33,$54.84,209265,277375,68110,.3255,223.33,54.84
RUSH CITY,"$620,496.00","$781,850.00","$161,354.00",26.00%,Rush City ,3079,"3,079",1600000US2756266,2756266,$253.93,$52.40,620496,781850,161354,.2600,253.93,52.40
RUSHFORD,"$559,018.00","$584,270.00","$25,252.00",4.52%,Rushford ,1731,"1,731",1600000US2756284,2756284,$337.53,$14.59,559018,584270,25252,.0452,337.53,14.59
RUSHFORD VILLAGE,"$43,944.00","$43,944.00",$0.00,0.00%,Rushford Village ,807,807,1600000US2756302,2756302,$54.45,$0.00,43944,43944,0,.0000,54.45,0.00
RUSHMORE,"$101,319.00","$106,296.00","$4,977.00",4.91%,Rushmore ,342,342,1600000US2756338,2756338,$310.81,$14.55,101319,106296,4977,.0491,310.81,14.55
RUSSELL,"$81,277.00","$87,987.00","$6,710.00",8.26%,Russell ,338,338,1600000US2756428,2756428,$260.32,$19.85,81277,87987,6710,.0826,260.32,19.85
RUTHTON,"$80,121.00","$80,121.00",$0.00,0.00%,Ruthton ,241,241,1600000US2756482,2756482,$332.45,$0.00,80121,80121,0,.0000,332.45,0.00
RUTLEDGE,"$3,257.00","$10,566.00","$7,309.00",224.41%,Rutledge ,229,229,1600000US2756518,2756518,$46.14,$31.92,3257,10566,7309,2.2441,46.14,31.92
SABIN,"$73,496.00","$95,688.00","$22,192.00",30.19%,Sabin ,522,522,1600000US2756554,2756554,$183.31,$42.51,73496,95688,22192,.3019,183.31,42.51
SARED HEART,"$192,791.00","$204,939.00","$12,148.00",6.30%,Sacred Heart ,548,548,1600000US2756572,2756572,$373.98,$22.17,192791,204939,12148,.0630,373.98,22.17
SAINT ANTHONY,$0.00,"$442,967.00","$442,967.00",0.00%,St. Anthony  (Hennepin and Ramsey Counties),8226,"8,226",1600000US2756680,2756680,$53.85,$53.85,0,442967,442967,.0000,53.85,53.85
SAINT BONIFACIUS,"$294,333.00","$339,936.00","$45,603.00",15.49%,St. Bonifacius ,2283,"2,283",1600000US2756770,2756770,$148.90,$19.98,294333,339936,45603,.1549,148.90,19.98
SAINT LOUIS PARK,$0.00,"$458,830.00","$458,830.00",0.00%,St. Louis Park ,45250,"45,250",1600000US2757220,2757220,$10.14,$10.14,0,458830,458830,.0000,10.14,10.14
SANBORN,"$121,650.00","$121,650.00",$0.00,0.00%,Sanborn ,339,339,1600000US2758306,2758306,$358.85,$0.00,121650,121650,0,.0000,358.85,0.00
SANDSTONE,"$869,374.00","$1,038,284.00","$168,910.00",19.43%,Sandstone ,2849,"2,849",1600000US2758396,2758396,$364.44,$59.29,869374,1038284,168910,.1943,364.44,59.29
SARGEANT,"$12,070.00","$12,070.00",$0.00,0.00%,Sargeant ,61,61,1600000US2758576,2758576,$197.87,$0.00,12070,12070,0,.0000,197.87,0.00
SARTELL,"$3,554.00","$110,668.00","$107,114.00",3013.90%,Sartell ,15876,"15,876",1600000US2758612,2758612,$6.97,$6.75,3554,110668,107114,30.1390,6.97,6.75
SAUK CENTRE,"$966,004.00","$1,099,851.00","$133,847.00",13.86%,Sauk Centre ,4317,"4,317",1600000US2758648,2758648,$254.77,$31.00,966004,1099851,133847,.1386,254.77,31.00
SAUK RAPIDS,"$1,579,706.00","$1,912,498.00","$332,792.00",21.07%,Sauk Rapids ,12773,"12,773",1600000US2758684,2758684,$149.73,$26.05,1579706,1912498,332792,.2107,149.73,26.05
SAVAGE,$0.00,$0.00,$0.00,0.00%,Savage ,26911,"26,911",1600000US2758738,2758738,$0.00,$0.00,0,0,0,.0000,0.00,0.00
SCANDIA,$0.00,$0.00,$0.00,0.00%,Scandia ,3936,"3,936",1600000US2758900,2758900,$0.00,$0.00,0,0,0,.0000,0.00,0.00
SCANLON,"$175,093.00","$203,428.00","$28,335.00",16.18%,Scanlon ,991,991,1600000US2758936,2758936,$205.28,$28.59,175093,203428,28335,.1618,205.28,28.59
SEAFORTH,"$16,402.00","$17,391.00",$989.00,6.03%,Seaforth ,86,86,1600000US2759098,2759098,$202.22,$11.50,16402,17391,989,.0603,202.22,11.50
SEBEKA,"$169,550.00","$209,431.00","$39,881.00",23.52%,Sebeka ,711,711,1600000US2759152,2759152,$294.56,$56.09,169550,209431,39881,.2352,294.56,56.09
SEDAN,"$7,025.00","$7,025.00",$0.00,0.00%,Sedan ,45,45,1600000US2759188,2759188,$156.11,$0.00,7025,7025,0,.0000,156.11,0.00
SHAFER,"$150,254.00","$209,982.00","$59,728.00",39.75%,Shafer ,1045,"1,045",1600000US2759314,2759314,$200.94,$57.16,150254,209982,59728,.3975,200.94,57.16
SHAKOPEE,$0.00,$0.00,$0.00,0.00%,Shakopee ,37076,"37,076",1600000US2759350,2759350,$0.00,$0.00,0,0,0,.0000,0.00,0.00
SHELLY,"$65,258.00","$65,258.00",$0.00,0.00%,Shelly ,191,191,1600000US2759566,2759566,$341.66,$0.00,65258,65258,0,.0000,341.66,0.00
SHERBURN,"$291,361.00","$346,996.00","$55,635.00",19.09%,Sherburn ,1137,"1,137",1600000US2759620,2759620,$305.19,$48.93,291361,346996,55635,.1909,305.19,48.93
SHEVLIN,"$24,244.00","$30,319.00","$6,075.00",25.06%,Shevlin ,176,176,1600000US2759782,2759782,$172.27,$34.52,24244,30319,6075,.2506,172.27,34.52
SHOREVIEW,$0.00,$0.00,$0.00,0.00%,Shoreview ,25043,"25,043",1600000US2759998,2759998,$0.00,$0.00,0,0,0,.0000,0.00,0.00
SHOREWOOD,$0.00,$0.00,$0.00,0.00%,Shorewood ,7307,"7,307",1600000US2760016,2760016,$0.00,$0.00,0,0,0,.0000,0.00,0.00
SILVER BAY,"$450,020.00","$498,610.00","$48,590.00",10.80%,Silver Bay ,1887,"1,887",1600000US2760250,2760250,$264.23,$25.75,450020,498610,48590,.1080,264.23,25.75
SILVER LAKE,"$168,619.00","$208,209.00","$39,590.00",23.48%,Silver Lake ,837,837,1600000US2760376,2760376,$248.76,$47.30,168619,208209,39590,.2348,248.76,47.30
SKYLINE,"$4,344.00","$10,982.00","$6,638.00",152.81%,Skyline ,289,289,1600000US2760754,2760754,$38.00,$22.97,4344,10982,6638,1.5281,38.00,22.97
SLAYTON,"$762,656.00","$799,337.00","$36,681.00",4.81%,Slayton ,2153,"2,153",1600000US2760808,2760808,$371.27,$17.04,762656,799337,36681,.0481,371.27,17.04
SLEEPY EYE,"$1,274,191.00","$1,412,211.00","$138,020.00",10.83%,Sleepy Eye ,3599,"3,599",1600000US2760844,2760844,$392.39,$38.35,1274191,1412211,138020,.1083,392.39,38.35
SOBIESKI,"$11,997.00","$18,511.00","$6,514.00",54.30%,Sobieski ,195,195,1600000US2761006,2761006,$94.93,$33.41,11997,18511,6514,.5430,94.93,33.41
SOLWAY,"$4,975.00","$9,073.00","$4,098.00",82.37%,Solway ,96,96,1600000US2761114,2761114,$94.51,$42.69,4975,9073,4098,.8237,94.51,42.69
SOUTH HAVEN,"$32,626.00","$34,496.00","$1,870.00",5.73%,South Haven ,187,187,1600000US2761402,2761402,$184.47,$10.00,32626,34496,1870,.0573,184.47,10.00
SOUTH ST PAUL,"$1,663,720.00","$2,290,390.00","$626,670.00",37.67%,South St. Paul ,20160,"20,160",1600000US2761492,2761492,$113.61,$31.08,1663720,2290390,626670,.3767,113.61,31.08
SPICER,"$45,440.00","$57,263.00","$11,823.00",26.02%,Spicer ,1167,"1,167",1600000US2761690,2761690,$49.07,$10.13,45440,57263,11823,.2602,49.07,10.13
SPRING GROVE,"$367,822.00","$411,372.00","$43,550.00",11.84%,Spring Grove ,1330,"1,330",1600000US2761852,2761852,$309.30,$32.74,367822,411372,43550,.1184,309.30,32.74
SPRING HILL,"$2,131.00","$5,192.00","$3,061.00",143.64%,Spring Hill ,85,85,1600000US2761888,2761888,$61.08,$36.01,2131,5192,3061,1.4364,61.08,36.01
SPRING LAKE PARK,$0.00,"$285,196.00","$285,196.00",0.00%,Spring Lake Park ,6412,"6,412",1600000US2761996,2761996,$44.48,$44.48,0,285196,285196,.0000,44.48,44.48
SPRING PARK,$0.00,$0.00,$0.00,0.00%,Spring Park ,1669,"1,669",1600000US2762014,2762014,$0.00,$0.00,0,0,0,.0000,0.00,0.00
SPRING VALLEY,"$797,702.00","$860,781.00","$63,079.00",7.91%,Spring Valley ,2479,"2,479",1600000US2762104,2762104,$347.23,$25.45,797702,860781,63079,.0791,347.23,25.45
SPRINGFIELD,"$875,030.00","$911,484.00","$36,454.00",4.17%,Springfield ,2152,"2,152",1600000US2761816,2761816,$423.55,$16.94,875030,911484,36454,.0417,423.55,16.94
SQUAW LAKE,"$9,160.00","$10,726.00","$1,566.00",17.10%,Squaw Lake ,107,107,1600000US2762284,2762284,$100.24,$14.64,9160,10726,1566,.1710,100.24,14.64
ST ANTHONY,"$7,166.00","$9,655.00","$2,489.00",34.73%,St. Anthony  (Stearns County),86,86,1600000US2756698,2756698,$112.27,$28.94,7166,9655,2489,.3473,112.27,28.94
ST AUGUSTA,"$10,963.00","$55,218.00","$44,255.00",403.68%,St. Augusta ,3317,"3,317",1600000US2756724,2756724,$16.65,$13.34,10963,55218,44255,4.0368,16.65,13.34
ST CHARLES,"$757,339.00","$860,985.00","$103,646.00",13.69%,St. Charles ,3735,"3,735",1600000US2756788,2756788,$230.52,$27.75,757339,860985,103646,.1369,230.52,27.75
ST CLAIR,"$182,675.00","$231,871.00","$49,196.00",26.93%,St. Clair ,868,868,1600000US2756824,2756824,$267.13,$56.68,182675,231871,49196,.2693,267.13,56.68
ST CLOUD,"$10,081,386.00","$11,728,327.00","$1,646,941.00",16.34%,St. Cloud ,65842,"65,842",1600000US2756896,2756896,$178.13,$25.01,10081386,11728327,1646941,.1634,178.13,25.01
ST FRANCIS,"$80,929.00","$313,466.00","$232,537.00",287.33%,St. Francis ,7218,"7,218",1600000US2756950,2756950,$43.43,$32.22,80929,313466,232537,2.8733,43.43,32.22
ST HILAIRE,"$68,008.00","$69,996.00","$1,988.00",2.92%,St. Hilaire ,279,279,1600000US2757022,2757022,$250.88,$7.13,68008,69996,1988,.0292,250.88,7.13
ST JAMES,"$1,336,057.00","$1,568,166.00","$232,109.00",17.37%,St. James ,4605,"4,605",1600000US2757040,2757040,$340.54,$50.40,1336057,1568166,232109,.1737,340.54,50.40
ST JOSEPH,"$645,151.00","$873,172.00","$228,021.00",35.34%,St. Joseph ,6534,"6,534",1600000US2757130,2757130,$133.64,$34.90,645151,873172,228021,.3534,133.64,34.90
ST LEO,"$16,916.00","$19,623.00","$2,707.00",16.00%,St. Leo ,100,100,1600000US2757202,2757202,$196.23,$27.07,16916,19623,2707,.1600,196.23,27.07
ST MARTIN,"$42,909.00","$46,122.00","$3,213.00",7.49%,St. Martin ,308,308,1600000US2757238,2757238,$149.75,$10.43,42909,46122,3213,.0749,149.75,10.43
ST MARY'S POINT,$0.00,$0.00,$0.00,0.00%,St. Marys Point ,368,368,1600000US2757292,2757292,$0.00,$0.00,0,0,0,.0000,0.00,0.00
ST MICHAEL,$0.00,"$239,141.00","$239,141.00",0.00%,St. Michael ,16399,"16,399",1600000US2757346,2757346,$14.58,$14.58,0,239141,239141,.0000,14.58,14.58
ST PAUL,"$50,320,488.00","$60,424,253.00","$10,103,765.00",20.08%,St. Paul ,285068,"285,068",1600000US2758000,2758000,$211.96,$35.44,50320488,60424253,10103765,.2008,211.96,35.44
ST PAUL PARK,"$143,307.00","$452,209.00","$308,902.00",215.55%,St. Paul Park ,5279,"5,279",1600000US2758018,2758018,$85.66,$58.52,143307,452209,308902,2.1555,85.66,58.52
ST PETER,"$2,616,126.00","$2,908,508.00","$292,382.00",11.18%,St. Peter ,11196,"11,196",1600000US2758036,2758036,$259.78,$26.11,2616126,2908508,292382,.1118,259.78,26.11
ST ROSA,$0.00,$0.00,$0.00,0.00%,St. Rosa ,68,68,1600000US2758072,2758072,$0.00,$0.00,0,0,0,.0000,0.00,0.00
ST STEPHEN,"$105,818.00","$146,647.00","$40,829.00",38.58%,St. Stephen ,851,851,1600000US2758090,2758090,$172.32,$47.98,105818,146647,40829,.3858,172.32,47.98
ST VINCENT,"$21,076.00","$21,076.00",$0.00,0.00%,St. Vincent ,64,64,1600000US2758144,2758144,$329.31,$0.00,21076,21076,0,.0000,329.31,0.00
STACY,"$235,912.00","$281,740.00","$45,828.00",19.43%,Stacy ,1456,"1,456",1600000US2762320,2762320,$193.50,$31.48,235912,281740,45828,.1943,193.50,31.48
STAPLES,"$957,573.00","$1,121,514.00","$163,941.00",17.12%,Staples ,2981,"2,981",1600000US2762446,2762446,$376.22,$55.00,957573,1121514,163941,.1712,376.22,55.00
STARBUCK,"$316,109.00","$350,549.00","$34,440.00",10.89%,Starbuck ,1302,"1,302",1600000US2762500,2762500,$269.24,$26.45,316109,350549,34440,.1089,269.24,26.45
STEEN,"$33,495.00","$37,681.00","$4,186.00",12.50%,Steen ,180,180,1600000US2762662,2762662,$209.34,$23.26,33495,37681,4186,.1250,209.34,23.26
STEPHEN,"$193,225.00","$219,587.00","$26,362.00",13.64%,Stephen ,658,658,1600000US2762698,2762698,$333.72,$40.06,193225,219587,26362,.1364,333.72,40.06
STEWART,"$131,959.00","$153,701.00","$21,742.00",16.48%,Stewart ,571,571,1600000US2762788,2762788,$269.18,$38.08,131959,153701,21742,.1648,269.18,38.08
STEWARTVILLE,"$599,307.00","$852,619.00","$253,312.00",42.27%,Stewartville ,5916,"5,916",1600000US2762806,2762806,$144.12,$42.82,599307,852619,253312,.4227,144.12,42.82
STILLWATER,"$174,580.00","$568,591.00","$394,011.00",225.69%,Stillwater ,18225,"18,225",1600000US2762824,2762824,$31.20,$21.62,174580,568591,394011,2.2569,31.20,21.62
STOCKTON,"$154,893.00","$175,913.00","$21,020.00",13.57%,Stockton ,697,697,1600000US2762896,2762896,$252.39,$30.16,154893,175913,21020,.1357,252.39,30.16
STORDEN,"$68,812.00","$68,812.00",$0.00,0.00%,Storden ,219,219,1600000US2763022,2763022,$314.21,$0.00,68812,68812,0,.0000,314.21,0.00
STRANDQUIST,"$17,869.00","$18,785.00",$916.00,5.13%,Strandquist ,69,69,1600000US2763112,2763112,$272.25,$13.28,17869,18785,916,.0513,272.25,13.28
STRATHCONA,"$3,915.00","$5,897.00","$1,982.00",50.63%,Strathcona ,44,44,1600000US2763130,2763130,$134.02,$45.05,3915,5897,1982,.5063,134.02,45.05
STURGEON LAKE,"$28,838.00","$47,794.00","$18,956.00",65.73%,Sturgeon Lake ,439,439,1600000US2763220,2763220,$108.87,$43.18,28838,47794,18956,.6573,108.87,43.18
SUNBURG,"$25,134.00","$25,365.00",$231.00,0.92%,Sunburg ,100,100,1600000US2763454,2763454,$253.65,$2.31,25134,25365,231,.0092,253.65,2.31
SUNFISH LAKE,$0.00,$0.00,$0.00,0.00%,Sunfish Lake ,521,521,1600000US2763544,2763544,$0.00,$0.00,0,0,0,.0000,0.00,0.00
SWANVILLE,"$85,817.00","$90,258.00","$4,441.00",5.17%,Swanville ,350,350,1600000US2763778,2763778,$257.88,$12.69,85817,90258,4441,.0517,257.88,12.69
TACONITE,"$92,714.00","$92,714.00",$0.00,0.00%,Taconite ,360,360,1600000US2764048,2764048,$257.54,$0.00,92714,92714,0,.0000,257.54,0.00
TAMARACK,"$15,076.00","$16,030.00",$954.00,6.33%,Tamarack ,94,94,1600000US2764156,2764156,$170.53,$10.15,15076,16030,954,.0633,170.53,10.15
TAOPI,"$9,097.00","$9,682.00",$585.00,6.43%,Taopi ,58,58,1600000US2764210,2764210,$166.93,$10.09,9097,9682,585,.0643,166.93,10.09
TAUNTON,"$43,070.00","$43,070.00",$0.00,0.00%,Taunton ,139,139,1600000US2764264,2764264,$309.86,$0.00,43070,43070,0,.0000,309.86,0.00
TAYLORS FALLS,"$156,385.00","$170,971.00","$14,586.00",9.33%,Taylors Falls ,976,976,1600000US2764318,2764318,$175.18,$14.94,156385,170971,14586,.0933,175.18,14.94
TENSTRIKE,"$2,960.00","$6,041.00","$3,081.00",104.09%,Tenstrike ,201,201,1600000US2764444,2764444,$30.05,$15.33,2960,6041,3081,1.0409,30.05,15.33
THIEF RIVER FALLS,"$2,418,906.00","$2,892,050.00","$473,144.00",19.56%,Thief River Falls ,8573,"8,573",1600000US2764570,2764570,$337.34,$55.19,2418906,2892050,473144,.1956,337.34,55.19
THOMSON,"$9,022.00","$9,022.00",$0.00,0.00%,Thomson ,159,159,1600000US2764750,2764750,$56.74,$0.00,9022,9022,0,.0000,56.74,0.00
TINTAH,"$11,846.00","$12,469.00",$623.00,5.26%,Tintah ,63,63,1600000US2764948,2764948,$197.92,$9.89,11846,12469,623,.0526,197.92,9.89
TONKA BAY,$0.00,$0.00,$0.00,0.00%,Tonka Bay ,1475,"1,475",1600000US2765164,2765164,$0.00,$0.00,0,0,0,.0000,0.00,0.00
TOWER,"$80,156.00","$87,686.00","$7,530.00",9.39%,Tower ,500,500,1600000US2765272,2765272,$175.37,$15.06,80156,87686,7530,.0939,175.37,15.06
TRACY,"$859,170.00","$908,239.00","$49,069.00",5.71%,Tracy ,2163,"2,163",1600000US2765308,2765308,$419.90,$22.69,859170,908239,49069,.0571,419.90,22.69
TRAIL,"$2,350.00","$2,350.00",$0.00,0.00%,Trail ,46,46,1600000US2765344,2765344,$51.09,$0.00,2350,2350,0,.0000,51.09,0.00
TRIMONT,"$218,148.00","$247,830.00","$29,682.00",13.61%,Trimont ,747,747,1600000US2765470,2765470,$331.77,$39.73,218148,247830,29682,.1361,331.77,39.73
TROMMALD,"$6,968.00","$6,968.00",$0.00,0.00%,Trommald ,98,98,1600000US2765506,2765506,$71.10,$0.00,6968,6968,0,.0000,71.10,0.00
TROSKY,"$18,940.00","$18,940.00",$0.00,0.00%,Trosky ,86,86,1600000US2765542,2765542,$220.23,$0.00,18940,18940,0,.0000,220.23,0.00
TRUMAN,"$392,748.00","$415,714.00","$22,966.00",5.85%,Truman ,1115,"1,115",1600000US2765668,2765668,$372.84,$20.60,392748,415714,22966,.0585,372.84,20.60
TURTLE RIVER,$0.00,$0.00,$0.00,0.00%,Turtle River ,77,77,1600000US2765794,2765794,$0.00,$0.00,0,0,0,.0000,0.00,0.00
TWIN LAKES,"$26,141.00","$29,319.00","$3,178.00",12.16%,Twin Lakes ,151,151,1600000US2765920,2765920,$194.17,$21.05,26141,29319,3178,.1216,194.17,21.05
TWIN VALLEY,"$269,231.00","$299,307.00","$30,076.00",11.17%,Twin Valley ,821,821,1600000US2765938,2765938,$364.56,$36.63,269231,299307,30076,.1117,364.56,36.63
TWO HARBORS,"$1,107,828.00","$1,462,279.00","$354,451.00",32.00%,Two Harbors ,3745,"3,745",1600000US2765956,2765956,$390.46,$94.65,1107828,1462279,354451,.3200,390.46,94.65
TYLER,"$387,654.00","$421,570.00","$33,916.00",8.75%,Tyler ,1143,"1,143",1600000US2766046,2766046,$368.83,$29.67,387654,421570,33916,.0875,368.83,29.67
ULEN,"$138,006.00","$144,691.00","$6,685.00",4.84%,Ulen ,547,547,1600000US2766136,2766136,$264.52,$12.22,138006,144691,6685,.0484,264.52,12.22
