City;$2,013;$2,014;Difference;%Chg;GEO.display-label;Pophuman;Population;GEO.id;GEO.id2;2014pclga;2014pcincrease
SANBORN;$121,650;$121,650;$0;0.00%;Sanborn ;339;339;1600000US2758306;2758306;$358.85;$0.00
SANDSTONE;$869,374;$1,038,284;$168,910;19.43%;Sandstone ;2,849;2849;1600000US2758396;2758396;$364.44;$59.29
SARGEANT;$12,070;$12,070;$0;0.00%;Sargeant ;61;61;1600000US2758576;2758576;$197.87;$0.00
SARTELL;$3,554;$110,668;$107,114;3013.90%;Sartell ;15,876;15876;1600000US2758612;2758612;$6.97;$6.75
SAUK CENTRE;$966,004;$1,099,851;$133,847;13.86%;Sauk Centre ;4,317;4317;1600000US2758648;2758648;$254.77;$31.00
SAUK RAPIDS;$1,579,706;$1,912,498;$332,792;21.07%;Sauk Rapids ;12,773;12773;1600000US2758684;2758684;$149.73;$26.05
SAVAGE;$0;$0;$0;0.00%;Savage ;26,911;26911;1600000US2758738;2758738;$0.00;$0.00
SCANDIA;$0;$0;$0;0.00%;Scandia ;3,936;3936;1600000US2758900;2758900;$0.00;$0.00
SCANLON;$175,093;$203,428;$28,335;16.18%;Scanlon ;991;991;1600000US2758936;2758936;$205.28;$28.59
SEAFORTH;$16,402;$17,391;$989;6.03%;Seaforth ;86;86;1600000US2759098;2759098;$202.22;$11.50
SEBEKA;$169,550;$209,431;$39,881;23.52%;Sebeka ;711;711;1600000US2759152;2759152;$294.56;$56.09
SEDAN;$7,025;$7,025;$0;0.00%;Sedan ;45;45;1600000US2759188;2759188;$156.11;$0.00
SHAFER;$150,254;$209,982;$59,728;39.75%;Shafer ;1,045;1045;1600000US2759314;2759314;$200.94;$57.16
SHAKOPEE;$0;$0;$0;0.00%;Shakopee ;37,076;37076;1600000US2759350;2759350;$0.00;$0.00
SHELLY;$65,258;$65,258;$0;0.00%;Shelly ;191;191;1600000US2759566;2759566;$341.66;$0.00
SHERBURN;$291,361;$346,996;$55,635;19.09%;Sherburn ;1,137;1137;1600000US2759620;2759620;$305.19;$48.93
SHEVLIN;$24,244;$30,319;$6,075;25.06%;Shevlin ;176;176;1600000US2759782;2759782;$172.27;$34.52
SHOREVIEW;$0;$0;$0;0.00%;Shoreview ;25,043;25043;1600000US2759998;2759998;$0.00;$0.00
SHOREWOOD;$0;$0;$0;0.00%;Shorewood ;7,307;7307;1600000US2760016;2760016;$0.00;$0.00
SILVER BAY;$450,020;$498,610;$48,590;10.80%;Silver Bay ;1,887;1887;1600000US2760250;2760250;$264.23;$25.75
SILVER LAKE;$168,619;$208,209;$39,590;23.48%;Silver Lake ;837;837;1600000US2760376;2760376;$248.76;$47.30
SKYLINE;$4,344;$10,982;$6,638;152.81%;Skyline ;289;289;1600000US2760754;2760754;$38.00;$22.97
SLAYTON;$762,656;$799,337;$36,681;4.81%;Slayton ;2,153;2153;1600000US2760808;2760808;$371.27;$17.04
SLEEPY EYE;$1,274,191;$1,412,211;$138,020;10.83%;Sleepy Eye ;3,599;3599;1600000US2760844;2760844;$392.39;$38.35
SOBIESKI;$11,997;$18,511;$6,514;54.30%;Sobieski ;195;195;1600000US2761006;2761006;$94.93;$33.41
SOLWAY;$4,975;$9,073;$4,098;82.37%;Solway ;96;96;1600000US2761114;2761114;$94.51;$42.69
SOUTH HAVEN;$32,626;$34,496;$1,870;5.73%;South Haven ;187;187;1600000US2761402;2761402;$184.47;$10.00
SOUTH ST PAUL;$1,663,720;$2,290,390;$626,670;37.67%;South St. Paul ;20,160;20160;1600000US2761492;2761492;$113.61;$31.08
SPICER;$45,440;$57,263;$11,823;26.02%;Spicer ;1,167;1167;1600000US2761690;2761690;$49.07;$10.13
SPRING GROVE;$367,822;$411,372;$43,550;11.84%;Spring Grove ;1,330;1330;1600000US2761852;2761852;$309.30;$32.74
SPRING HILL;$2,131;$5,192;$3,061;143.64%;Spring Hill ;85;85;1600000US2761888;2761888;$61.08;$36.01
SPRING LAKE PARK;$0;$285,196;$285,196;0.00%;Spring Lake Park ;6,412;6412;1600000US2761996;2761996;$44.48;$44.48
SPRING PARK;$0;$0;$0;0.00%;Spring Park ;1,669;1669;1600000US2762014;2762014;$0.00;$0.00
SPRING VALLEY;$797,702;$860,781;$63,079;7.91%;Spring Valley ;2,479;2479;1600000US2762104;2762104;$347.23;$25.45
SPRINGFIELD;$875,030;$911,484;$36,454;4.17%;Springfield ;2,152;2152;1600000US2761816;2761816;$423.55;$16.94
SQUAW LAKE;$9,160;$10,726;$1,566;17.10%;Squaw Lake ;107;107;1600000US2762284;2762284;$100.24;$14.64
ST ANTHONY;$7,166;$9,655;$2,489;34.73%;St. Anthony  (Stearns County);86;86;1600000US2756698;2756698;$112.27;$28.94
ST AUGUSTA;$10,963;$55,218;$44,255;403.68%;St. Augusta ;3,317;3317;1600000US2756724;2756724;$16.65;$13.34
ST CHARLES;$757,339;$860,985;$103,646;13.69%;St. Charles ;3,735;3735;1600000US2756788;2756788;$230.52;$27.75
ST CLAIR;$182,675;$231,871;$49,196;26.93%;St. Clair ;868;868;1600000US2756824;2756824;$267.13;$56.68
ST CLOUD;$10,081,386;$11,728,327;$1,646,941;16.34%;St. Cloud ;65,842;65842;1600000US2756896;2756896;$178.13;$25.01
ST FRANCIS;$80,929;$313,466;$232,537;287.33%;St. Francis ;7,218;7218;1600000US2756950;2756950;$43.43;$32.22
ST HILAIRE;$68,008;$69,996;$1,988;2.92%;St. Hilaire ;279;279;1600000US2757022;2757022;$250.88;$7.13
ST JAMES;$1,336,057;$1,568,166;$232,109;17.37%;St. James ;4,605;4605;1600000US2757040;2757040;$340.54;$50.40
ST JOSEPH;$645,151;$873,172;$228,021;35.34%;St. Joseph ;6,534;6534;1600000US2757130;2757130;$133.64;$34.90
ST LEO;$16,916;$19,623;$2,707;16.00%;St. Leo ;100;100;1600000US2757202;2757202;$196.23;$27.07
ST MARTIN;$42,909;$46,122;$3,213;7.49%;St. Martin ;308;308;1600000US2757238;2757238;$149.75;$10.43
ST MARY'S POINT;$0;$0;$0;0.00%;St. Marys Point ;368;368;1600000US2757292;2757292;$0.00;$0.00
ST MICHAEL;$0;$239,141;$239,141;0.00%;St. Michael ;16,399;16399;1600000US2757346;2757346;$14.58;$14.58
ST PAUL;$50,320,488;$60,424,253;$10,103,765;20.08%;St. Paul ;285,068;285068;1600000US2758000;2758000;$211.96;$35.44
ST PAUL PARK;$143,307;$452,209;$308,902;215.55%;St. Paul Park ;5,279;5279;1600000US2758018;2758018;$85.66;$58.52
ST PETER;$2,616,126;$2,908,508;$292,382;11.18%;St. Peter ;11,196;11196;1600000US2758036;2758036;$259.78;$26.11
ST ROSA;$0;$0;$0;0.00%;St. Rosa ;68;68;1600000US2758072;2758072;$0.00;$0.00
ST STEPHEN;$105,818;$146,647;$40,829;38.58%;St. Stephen ;851;851;1600000US2758090;2758090;$172.32;$47.98
ST VINCENT;$21,076;$21,076;$0;0.00%;St. Vincent ;64;64;1600000US2758144;2758144;$329.31;$0.00
STACY;$235,912;$281,740;$45,828;19.43%;Stacy ;1,456;1456;1600000US2762320;2762320;$193.50;$31.48
STAPLES;$957,573;$1,121,514;$163,941;17.12%;Staples ;2,981;2981;1600000US2762446;2762446;$376.22;$55.00
STARBUCK;$316,109;$350,549;$34,440;10.89%;Starbuck ;1,302;1302;1600000US2762500;2762500;$269.24;$26.45
STEEN;$33,495;$37,681;$4,186;12.50%;Steen ;180;180;1600000US2762662;2762662;$209.34;$23.26
STEPHEN;$193,225;$219,587;$26,362;13.64%;Stephen ;658;658;1600000US2762698;2762698;$333.72;$40.06
STEWART;$131,959;$153,701;$21,742;16.48%;Stewart ;571;571;1600000US2762788;2762788;$269.18;$38.08
STEWARTVILLE;$599,307;$852,619;$253,312;42.27%;Stewartville ;5,916;5916;1600000US2762806;2762806;$144.12;$42.82
STILLWATER;$174,580;$568,591;$394,011;225.69%;Stillwater ;18,225;18225;1600000US2762824;2762824;$31.20;$21.62
STOCKTON;$154,893;$175,913;$21,020;13.57%;Stockton ;697;697;1600000US2762896;2762896;$252.39;$30.16
STORDEN;$68,812;$68,812;$0;0.00%;Storden ;219;219;1600000US2763022;2763022;$314.21;$0.00
STRANDQUIST;$17,869;$18,785;$916;5.13%;Strandquist ;69;69;1600000US2763112;2763112;$272.25;$13.28
STRATHCONA;$3,915;$5,897;$1,982;50.63%;Strathcona ;44;44;1600000US2763130;2763130;$134.02;$45.05
STURGEON LAKE;$28,838;$47,794;$18,956;65.73%;Sturgeon Lake ;439;439;1600000US2763220;2763220;$108.87;$43.18
SUNBURG;$25,134;$25,365;$231;0.92%;Sunburg ;100;100;1600000US2763454;2763454;$253.65;$2.31
SUNFISH LAKE;$0;$0;$0;0.00%;Sunfish Lake ;521;521;1600000US2763544;2763544;$0.00;$0.00
SWANVILLE;$85,817;$90,258;$4,441;5.17%;Swanville ;350;350;1600000US2763778;2763778;$257.88;$12.69
TACONITE;$92,714;$92,714;$0;0.00%;Taconite ;360;360;1600000US2764048;2764048;$257.54;$0.00
TAMARACK;$15,076;$16,030;$954;6.33%;Tamarack ;94;94;1600000US2764156;2764156;$170.53;$10.15
TAOPI;$9,097;$9,682;$585;6.43%;Taopi ;58;58;1600000US2764210;2764210;$166.93;$10.09
TAUNTON;$43,070;$43,070;$0;0.00%;Taunton ;139;139;1600000US2764264;2764264;$309.86;$0.00
TAYLORS FALLS;$156,385;$170,971;$14,586;9.33%;Taylors Falls ;976;976;1600000US2764318;2764318;$175.18;$14.94
TENSTRIKE;$2,960;$6,041;$3,081;104.09%;Tenstrike ;201;201;1600000US2764444;2764444;$30.05;$15.33
THIEF RIVER FALLS;$2,418,906;$2,892,050;$473,144;19.56%;Thief River Falls ;8,573;8573;1600000US2764570;2764570;$337.34;$55.19
THOMSON;$9,022;$9,022;$0;0.00%;Thomson ;159;159;1600000US2764750;2764750;$56.74;$0.00
TINTAH;$11,846;$12,469;$623;5.26%;Tintah ;63;63;1600000US2764948;2764948;$197.92;$9.89
TONKA BAY;$0;$0;$0;0.00%;Tonka Bay ;1,475;1475;1600000US2765164;2765164;$0.00;$0.00
TOWER;$80,156;$87,686;$7,530;9.39%;Tower ;500;500;1600000US2765272;2765272;$175.37;$15.06
TRACY;$859,170;$908,239;$49,069;5.71%;Tracy ;2,163;2163;1600000US2765308;2765308;$419.90;$22.69
TRAIL;$2,350;$2,350;$0;0.00%;Trail ;46;46;1600000US2765344;2765344;$51.09;$0.00
TRIMONT;$218,148;$247,830;$29,682;13.61%;Trimont ;747;747;1600000US2765470;2765470;$331.77;$39.73
TROMMALD;$6,968;$6,968;$0;0.00%;Trommald ;98;98;1600000US2765506;2765506;$71.10;$0.00
TROSKY;$18,940;$18,940;$0;0.00%;Trosky ;86;86;1600000US2765542;2765542;$220.23;$0.00
TRUMAN;$392,748;$415,714;$22,966;5.85%;Truman ;1,115;1115;1600000US2765668;2765668;$372.84;$20.60
TURTLE RIVER;$0;$0;$0;0.00%;Turtle River ;77;77;1600000US2765794;2765794;$0.00;$0.00
TWIN LAKES;$26,141;$29,319;$3,178;12.16%;Twin Lakes ;151;151;1600000US2765920;2765920;$194.17;$21.05
TWIN VALLEY;$269,231;$299,307;$30,076;11.17%;Twin Valley ;821;821;1600000US2765938;2765938;$364.56;$36.63
TWO HARBORS;$1,107,828;$1,462,279;$354,451;32.00%;Two Harbors ;3,745;3745;1600000US2765956;2765956;$390.46;$94.65
TYLER;$387,654;$421,570;$33,916;8.75%;Tyler ;1,143;1143;1600000US2766046;2766046;$368.83;$29.67
ULEN;$138,006;$144,691;$6,685;4.84%;Ulen ;547;547;1600000US2766136;2766136;$264.52;$12.22
UNDERWOOD;$70,902;$75,203;$4,301;6.07%;Underwood ;341;341;1600000US2766172;2766172;$220.54;$12.61
UPSALA;$64,069;$77,515;$13,446;20.99%;Upsala ;427;427;1600000US2766334;2766334;$181.53;$31.49
URBANK;$6,744;$7,298;$554;8.21%;Urbank ;54;54;1600000US2766388;2766388;$135.15;$10.26
UTICA;$30,803;$37,986;$7,183;23.32%;Utica ;291;291;1600000US2766424;2766424;$130.54;$24.68
VADNAIS HEIGHTS;$0;$24,636;$24,636;0.00%;Vadnais Heights ;12,302;12302;1600000US2766460;2766460;$2.00;$2.00
VERGAS;$30,206;$33,072;$2,866;9.49%;Vergas ;331;331;1600000US2766766;2766766;$99.92;$8.66
VERMILLION;$5,649;$15,186;$9,537;168.83%;Vermillion ;419;419;1600000US2766802;2766802;$36.24;$22.76
VERNDALE;$130,357;$161,104;$30,747;23.59%;Verndale ;602;602;1600000US2766874;2766874;$267.61;$51.07
VERNON CENTER;$66,020;$67,233;$1,213;1.84%;Vernon Center ;332;332;1600000US2766910;2766910;$202.51;$3.65
VESTA;$82,326;$89,281;$6,955;8.45%;Vesta ;319;319;1600000US2766982;2766982;$279.88;$21.80
VICTORIA;$0;$0;$0;0.00%;Victoria ;7,345;7345;1600000US2767036;2767036;$0.00;$0.00
VIKING;$18,592;$21,717;$3,125;16.81%;Viking ;104;104;1600000US2767090;2767090;$208.82;$30.05
VILLARD;$36,658;$41,425;$4,767;13.00%;Villard ;254;254;1600000US2767144;2767144;$163.09;$18.77
VINING;$9,042;$9,988;$946;10.46%;Vining ;78;78;1600000US2767216;2767216;$128.05;$12.13
VIRGINIA;$4,062,905;$4,936,348;$873,443;21.50%;Virginia ;8,712;8712;1600000US2767288;2767288;$566.61;$100.26
WABASHA;$584,751;$594,419;$9,668;1.65%;Wabasha ;2,521;2521;1600000US2767378;2767378;$235.79;$3.83
WABASSO;$183,887;$210,319;$26,432;14.37%;Wabasso ;696;696;1600000US2767396;2767396;$302.18;$37.98
WACONIA;$0;$76,521;$76,521;0.00%;Waconia ;10,697;10697;1600000US2767432;2767432;$7.15;$7.15
WADENA;$1,191,075;$1,506,184;$315,109;26.46%;Wadena ;4,088;4088;1600000US2767504;2767504;$368.44;$77.08
WAHKON;$0;$0;$0;0.00%;Wahkon ;206;206;1600000US2767558;2767558;$0.00;$0.00
WAITE PARK;$0;$0;$0;0.00%;Waite Park ;6,715;6715;1600000US2767612;2767612;$0.00;$0.00
WALDORF;$41,621;$46,872;$5,251;12.62%;Waldorf ;229;229;1600000US2767756;2767756;$204.68;$22.93
WALKER;$79,001;$79,001;$0;0.00%;Walker ;941;941;1600000US2767792;2767792;$83.95;$0.00
WALNUT GROVE;$225,413;$264,717;$39,304;17.44%;Walnut Grove ;871;871;1600000US2767846;2767846;$303.92;$45.13
WALTERS;$18,983;$20,063;$1,080;5.69%;Walters ;73;73;1600000US2767900;2767900;$274.84;$14.79
WALTHAM;$33,076;$33,295;$219;0.66%;Waltham ;151;151;1600000US2767918;2767918;$220.50;$1.45
WANAMINGO;$182,565;$227,213;$44,648;24.46%;Wanamingo ;1,086;1086;1600000US2767972;2767972;$209.22;$41.11
WANDA;$22,194;$22,781;$587;2.64%;Wanda ;84;84;1600000US2768008;2768008;$271.20;$6.99
WARBA;$12,403;$13,524;$1,121;9.04%;Warba ;181;181;1600000US2768080;2768080;$74.72;$6.19
WARREN;$561,156;$603,253;$42,097;7.50%;Warren ;1,563;1563;1600000US2768170;2768170;$385.96;$26.93
WARROAD;$732,836;$882,836;$150,000;20.47%;Warroad ;1,781;1781;1600000US2768224;2768224;$495.70;$84.22
WASECA;$2,273,651;$2,631,156;$357,505;15.72%;Waseca ;9,410;9410;1600000US2768296;2768296;$279.61;$37.99
WATERTOWN;$173,368;$299,619;$126,251;72.82%;Watertown ;4,205;4205;1600000US2768548;2768548;$71.25;$30.02
WATERVILLE;$438,284;$472,254;$33,970;7.75%;Waterville ;1,868;1868;1600000US2768584;2768584;$252.81;$18.19
WATKINS;$251,433;$285,957;$34,524;13.73%;Watkins ;962;962;1600000US2768620;2768620;$297.25;$35.89
WATSON;$59,458;$62,711;$3,253;5.47%;Watson ;205;205;1600000US2768656;2768656;$305.91;$15.87
WAUBUN;$93,242;$107,487;$14,245;15.28%;Waubun ;400;400;1600000US2768674;2768674;$268.72;$35.61
WAVERLY;$82,979;$143,688;$60,709;73.16%;Waverly ;1,357;1357;1600000US2768764;2768764;$105.89;$44.74
WAYZATA;$0;$0;$0;0.00%;Wayzata ;3,688;3688;1600000US2768818;2768818;$0.00;$0.00
WELCOME;$216,934;$217,709;$775;0.36%;Welcome ;686;686;1600000US2769070;2769070;$317.36;$1.13
WELLS;$893,883;$927,217;$33,334;3.73%;Wells ;2,343;2343;1600000US2769106;2769106;$395.74;$14.23
WENDELL;$34,022;$35,761;$1,739;5.11%;Wendell ;167;167;1600000US2769142;2769142;$214.14;$10.41
WEST CONCORD;$261,011;$283,648;$22,637;8.67%;West Concord ;782;782;1600000US2769304;2769304;$362.72;$28.95
WEST ST PAUL;$773,763;$1,153,343;$379,580;49.06%;West St. Paul ;19,540;19540;1600000US2769700;2769700;$59.02;$19.43
WEST UNION;$6,713;$11,834;$5,121;76.28%;West Union ;111;111;1600000US2769736;2769736;$106.61;$46.14
WESTBROOK;$230,048;$259,732;$29,684;12.90%;Westbrook ;739;739;1600000US2769250;2769250;$351.46;$40.17
WESTPORT;$5,951;$7,368;$1,417;23.81%;Westport ;57;57;1600000US2769628;2769628;$129.26;$24.86
WHALAN;$8,001;$8,001;$0;0.00%;Whalan ;63;63;1600000US2769808;2769808;$127.00;$0.00
WHEATON;$562,909;$581,819;$18,910;3.36%;Wheaton ;1,424;1424;1600000US2769844;2769844;$408.58;$13.28
WHITE BEAR LAKE;$1,532,448;$1,532,448;$0;0.00%;White Bear Lake ;23,797;23797;1600000US2769970;2769970;$64.40;$0.00
WILDER;$16,106;$16,106;$0;0.00%;Wilder ;60;60;1600000US2770258;2770258;$268.43;$0.00
WILLERNIE;$75,922;$78,239;$2,317;3.05%;Willernie ;507;507;1600000US2770366;2770366;$154.32;$4.57
WILLIAMS;$41,672;$43,738;$2,066;4.96%;Williams ;191;191;1600000US2770402;2770402;$228.99;$10.82
WILLMAR;$4,052,790;$4,439,722;$386,932;9.55%;Willmar ;19,610;19610;1600000US2770420;2770420;$226.40;$19.73
WILLOW RIVER;$45,572;$58,703;$13,131;28.81%;Willow River ;415;415;1600000US2770492;2770492;$141.45;$31.64
WILMONT;$86,327;$92,678;$6,351;7.36%;Wilmont ;339;339;1600000US2770582;2770582;$273.39;$18.73
WILTON;$7,670;$14,127;$6,457;84.19%;Wilton ;204;204;1600000US2770708;2770708;$69.25;$31.65
WINDOM;$1,202,917;$1,418,008;$215,091;17.88%;Windom ;4,646;4646;1600000US2770798;2770798;$305.21;$46.30
WINGER;$33,075;$40,385;$7,310;22.10%;Winger ;220;220;1600000US2770870;2770870;$183.57;$33.23
WINNEBAGO;$503,310;$524,077;$20,767;4.13%;Winnebago ;1,437;1437;1600000US2770924;2770924;$364.70;$14.45
WINONA;$9,162,003;$9,699,982;$537,979;5.87%;Winona ;27,592;27592;1600000US2771032;2771032;$351.55;$19.50
WINSTED;$547,848;$628,521;$80,673;14.73%;Winsted ;2,355;2355;1600000US2771086;2771086;$266.89;$34.26
WINTHROP;$393,587;$413,498;$19,911;5.06%;Winthrop ;1,399;1399;1600000US2771122;2771122;$295.57;$14.23
WINTON;$24,869;$27,875;$3,006;12.09%;Winton ;172;172;1600000US2771140;2771140;$162.06;$17.48
WOLF LAKE;$8,042;$9,654;$1,612;20.04%;Wolf Lake ;57;57;1600000US2771338;2771338;$169.37;$28.28
WOLVERTON;$24,318;$27,029;$2,711;11.15%;Wolverton ;142;142;1600000US2771392;2771392;$190.35;$19.09
WOOD LAKE;$108,208;$119,766;$11,558;10.68%;Wood Lake ;439;439;1600000US2771446;2771446;$272.82;$26.33
WOODBURY;$0;$0;$0;0.00%;Woodbury ;61,961;61961;1600000US2771428;2771428;$0.00;$0.00
WOODLAND;$0;$0;$0;0.00%;Woodland ;437;437;1600000US2771500;2771500;$0.00;$0.00
WOODSTOCK;$32,442;$32,906;$464;1.43%;Woodstock ;124;124;1600000US2771680;2771680;$265.37;$3.74
WORTHINGTON;$2,705,107;$3,109,584;$404,477;14.95%;Worthington ;12,764;12764;1600000US2771734;2771734;$243.62;$31.69
WRENSHALL;$42,399;$49,695;$7,296;17.21%;Wrenshall ;399;399;1600000US2771788;2771788;$124.55;$18.29
WRIGHT;$7,938;$11,153;$3,215;40.50%;Wright ;127;127;1600000US2771824;2771824;$87.82;$25.31
WYKOFF;$118,215;$126,862;$8,647;7.31%;Wykoff ;444;444;1600000US2771950;2771950;$285.73;$19.48
WYOMING;$0;$170,792;$170,792;0.00%;Wyoming ;7,791;7791;1600000US2772022;2772022;$21.92;$21.92
ZEMPLE;$742;$3,552;$2,810;378.71%;Zemple ;93;93;1600000US2772184;2772184;$38.19;$30.22
ZIMMERMAN;$235,842;$445,581;$209,739;88.93%;Zimmerman ;5,228;5228;1600000US2772238;2772238;$85.23;$40.12
ZUMBRO FALLS;$34,610;$35,688;$1,078;3.11%;Zumbro Falls ;207;207;1600000US2772310;2772310;$172.41;$5.21
ZUMBROTA;$426,975;$552,674;$125,699;29.44%;Zumbrota ;3,252;3252;1600000US2772328;2772328;$169.95;$38.65
