GEO.id,GEO.id2,GEO.display-label,D001
1600000US2738420,2738420,"Lucan city, Minnesota",191
1600000US2738546,2738546,"Lutsen CDP, Minnesota",190
1600000US2738564,2738564,"Luverne city, Minnesota",4745
1600000US2738654,2738654,"Lyle city, Minnesota",551
1600000US2738708,2738708,"Lynd city, Minnesota",448
1600000US2738888,2738888,"Mabel city, Minnesota",780
1600000US2738996,2738996,"McGrath city, Minnesota",80
1600000US2739014,2739014,"McGregor city, Minnesota",391
1600000US2739050,2739050,"McIntosh city, Minnesota",625
1600000US2739140,2739140,"McKinley city, Minnesota",128
1600000US2739230,2739230,"Madelia city, Minnesota",2308
1600000US2739266,2739266,"Madison city, Minnesota",1551
1600000US2739320,2739320,"Madison Lake city, Minnesota",1017
1600000US2739338,2739338,"Magnolia city, Minnesota",222
1600000US2739392,2739392,"Mahnomen city, Minnesota",1214
1600000US2739394,2739394,"Mahnomen CDP, Minnesota",239
1600000US2739428,2739428,"Mahtomedi city, Minnesota",7676
1600000US2739446,2739446,"Mahtowa CDP, Minnesota",370
1600000US2739716,2739716,"Manchester city, Minnesota",57
1600000US2739806,2739806,"Manhattan Beach city, Minnesota",57
1600000US2739878,2739878,"Mankato city, Minnesota",39309
1600000US2739986,2739986,"Mantorville city, Minnesota",1197
1600000US2740166,2740166,"Maple Grove city, Minnesota",61567
1600000US2740220,2740220,"Maple Lake city, Minnesota",2059
1600000US2740256,2740256,"Maple Plain city, Minnesota",1768
1600000US2740310,2740310,"Mapleton city, Minnesota",1756
1600000US2740346,2740346,"Mapleview city, Minnesota",176
1600000US2740382,2740382,"Maplewood city, Minnesota",38018
1600000US2740418,2740418,"Marble city, Minnesota",701
1600000US2740526,2740526,"Marietta city, Minnesota",162
1600000US2740562,2740562,"Marine on St. Croix city, Minnesota",689
1600000US2740688,2740688,"Marshall city, Minnesota",13680
1600000US2740814,2740814,"Martin Lake CDP, Minnesota",933
1600000US2741138,2741138,"Mayer city, Minnesota",1749
1600000US2741210,2741210,"Maynard city, Minnesota",366
1600000US2741282,2741282,"Mazeppa city, Minnesota",842
1600000US2741372,2741372,"Meadowlands city, Minnesota",134
1600000US2741426,2741426,"Medford city, Minnesota",1239
1600000US2741462,2741462,"Medicine Lake city, Minnesota",371
1600000US2741480,2741480,"Medina city, Minnesota",4892
1600000US2741534,2741534,"Meire Grove city, Minnesota",179
1600000US2741570,2741570,"Melrose city, Minnesota",3598
1600000US2741660,2741660,"Menahga city, Minnesota",1306
1600000US2741678,2741678,"Mendota city, Minnesota",198
1600000US2741696,2741696,"Mendota Heights city, Minnesota",11071
1600000US2741714,2741714,"Mentor city, Minnesota",153
1600000US2741804,2741804,"Merrifield CDP, Minnesota",140
1600000US2741912,2741912,"Middle River city, Minnesota",303
1600000US2742010,2742010,"Midway CDP, Minnesota",26
1600000US2742092,2742092,"Miesville city, Minnesota",125
1600000US2742110,2742110,"Milaca city, Minnesota",2946
1600000US2742146,2742146,"Milan city, Minnesota",369
1600000US2742254,2742254,"Millerville city, Minnesota",106
1600000US2742290,2742290,"Millville city, Minnesota",182
1600000US2742362,2742362,"Milroy city, Minnesota",252
1600000US2742398,2742398,"Miltona city, Minnesota",424
1600000US2743000,2743000,"Minneapolis city, Minnesota",382578
1600000US2743036,2743036,"Minneiska city, Minnesota",111
1600000US2743126,2743126,"Minneota city, Minnesota",1392
1600000US2743144,2743144,"Minnesota City city, Minnesota",204
1600000US2743198,2743198,"Minnesota Lake city, Minnesota",687
1600000US2743252,2743252,"Minnetonka city, Minnesota",49734
1600000US2743270,2743270,"Minnetonka Beach city, Minnesota",539
1600000US2743306,2743306,"Minnetrista city, Minnesota",6384
1600000US2743540,2743540,"Mizpah city, Minnesota",56
1600000US2743720,2743720,"Montevideo city, Minnesota",5383
1600000US2743738,2743738,"Montgomery city, Minnesota",2956
1600000US2743774,2743774,"Monticello city, Minnesota",12759
1600000US2743810,2743810,"Montrose city, Minnesota",2847
1600000US2743864,2743864,"Moorhead city, Minnesota",38065
1600000US2743954,2743954,"Moose Lake city, Minnesota",2751
1600000US2744044,2744044,"Mora city, Minnesota",3571
1600000US2744116,2744116,"Morgan city, Minnesota",896
1600000US2744242,2744242,"Morris city, Minnesota",5286
1600000US2744296,2744296,"Morristown city, Minnesota",987
1600000US2744368,2744368,"Morton city, Minnesota",411
1600000US2744422,2744422,"Motley city, Minnesota",671
1600000US2744476,2744476,"Mound city, Minnesota",9052
1600000US2744530,2744530,"Mounds View city, Minnesota",12155
1600000US2744548,2744548,"Mountain Iron city, Minnesota",2869
1600000US2744566,2744566,"Mountain Lake city, Minnesota",2104
1600000US2744818,2744818,"Murdock city, Minnesota",278
1600000US2744890,2744890,"Myrtle city, Minnesota",48
1600000US2744944,2744944,"Nashua city, Minnesota",68
1600000US2744980,2744980,"Nashwauk city, Minnesota",983
1600000US2745016,2745016,"Nassau city, Minnesota",72
1600000US2745052,2745052,"Naytahwaush CDP, Minnesota",578
1600000US2745106,2745106,"Nelson city, Minnesota",187
1600000US2745196,2745196,"Nerstrand city, Minnesota",295
1600000US2745268,2745268,"Nett Lake CDP, Minnesota",284
1600000US2745340,2745340,"Nevis city, Minnesota",390
1600000US2745376,2745376,"New Auburn city, Minnesota",456
1600000US2745430,2745430,"New Brighton city, Minnesota",21456
1600000US2745520,2745520,"Newfolden city, Minnesota",368
1600000US2745556,2745556,"New Germany city, Minnesota",372
1600000US2745628,2745628,"New Hope city, Minnesota",20339
1600000US2745682,2745682,"New London city, Minnesota",1251
1600000US2745772,2745772,"New Munich city, Minnesota",320
1600000US2745790,2745790,"Newport city, Minnesota",3435
1600000US2745808,2745808,"New Prague city, Minnesota",7321
1600000US2745862,2745862,"New Richland city, Minnesota",1203
1600000US2746024,2746024,"New Trier city, Minnesota",112
1600000US2746042,2746042,"New Ulm city, Minnesota",13522
1600000US2746060,2746060,"New York Mills city, Minnesota",1199
1600000US2746150,2746150,"Nicollet city, Minnesota",1093
1600000US2746258,2746258,"Nielsville city, Minnesota",90
1600000US2746294,2746294,"Nimrod city, Minnesota",69
1600000US2746348,2746348,"Nisswa city, Minnesota",1971
1600000US2746492,2746492,"Norcross city, Minnesota",70
1600000US2746798,2746798,"North Branch city, Minnesota",10125
1600000US2746924,2746924,"Northfield city, Minnesota",20007
1600000US2747068,2747068,"North Mankato city, Minnesota",13394
1600000US2747104,2747104,"North Oaks city, Minnesota",4469
1600000US2747122,2747122,"Northome city, Minnesota",200
1600000US2747212,2747212,"Northrop city, Minnesota",227
1600000US2747221,2747221,"North St. Paul city, Minnesota",11460
1600000US2747520,2747520,"Norwood Young America city, Minnesota",3549
1600000US2747536,2747536,"Nowthen city, Minnesota",4443
1600000US2747680,2747680,"Oakdale city, Minnesota",27378(r23801)
1600000US2747690,2747690,"Oak Grove city, Minnesota",8031
1600000US2747914,2747914,"Oak Park Heights city, Minnesota",4339(r23802)
1600000US2747923,2747923,"Oakport CDP, Minnesota",1387
1600000US2748058,2748058,"Odessa city, Minnesota",135
1600000US2748094,2748094,"Odin city, Minnesota",106
1600000US2748130,2748130,"Ogema city, Minnesota",184
1600000US2748166,2748166,"Ogilvie city, Minnesota",369
1600000US2748184,2748184,"Okabena city, Minnesota",188
1600000US2748202,2748202,"Oklee city, Minnesota",435
1600000US2748256,2748256,"Olivia city, Minnesota",2484
1600000US2748310,2748310,"Onamia city, Minnesota",878
1600000US2748562,2748562,"Ormsby city, Minnesota",131
1600000US2748580,2748580,"Orono city, Minnesota",7437
1600000US2748598,2748598,"Oronoco city, Minnesota",1300
1600000US2748634,2748634,"Orr city, Minnesota",267
1600000US2748706,2748706,"Ortonville city, Minnesota",1916
1600000US2748760,2748760,"Osage CDP, Minnesota",323
1600000US2748796,2748796,"Osakis city, Minnesota",1740
1600000US2748976,2748976,"Oslo city, Minnesota",330
1600000US2749012,2749012,"Osseo city, Minnesota",2430
1600000US2749030,2749030,"Ostrander city, Minnesota",254
1600000US2749138,2749138,"Otsego city, Minnesota",13571
1600000US2749210,2749210,"Ottertail city, Minnesota",572
1600000US2749300,2749300,"Owatonna city, Minnesota",25599
1600000US2749498,2749498,"Palisade city, Minnesota",167
1600000US2749732,2749732,"Parkers Prairie city, Minnesota",1011
1600000US2749768,2749768,"Park Rapids city, Minnesota",3709
1600000US2749966,2749966,"Paynesville city, Minnesota",2432
1600000US2750056,2750056,"Pease city, Minnesota",242
1600000US2750164,2750164,"Pelican Rapids city, Minnesota",2464
1600000US2750200,2750200,"Pemberton city, Minnesota",247
1600000US2750344,2750344,"Pennock city, Minnesota",508
1600000US2750416,2750416,"Pequot Lakes city, Minnesota",2162
1600000US2750470,2750470,"Perham city, Minnesota",2985
1600000US2750506,2750506,"Perley city, Minnesota",92
1600000US2750596,2750596,"Peterson city, Minnesota",199
1600000US2750776,2750776,"Pierz city, Minnesota",1393
1600000US2750902,2750902,"Pillager city, Minnesota",469
1600000US2751028,2751028,"Pine Bend CDP, Minnesota",28
1600000US2751064,2751064,"Pine City city, Minnesota",3123
1600000US2751136,2751136,"Pine Island city, Minnesota",3263
1600000US2751234,2751234,"Pine Point CDP, Minnesota",338
1600000US2751280,2751280,"Pine River city, Minnesota",944
1600000US2751316,2751316,"Pine Springs city, Minnesota",408
1600000US2751388,2751388,"Pipestone city, Minnesota",4317
1600000US2751424,2751424,"Plainview city, Minnesota",3340
1600000US2751460,2751460,"Plato city, Minnesota",320
1600000US2751712,2751712,"Plummer city, Minnesota",292
1600000US2751730,2751730,"Plymouth city, Minnesota",70576
1600000US2751892,2751892,"Ponemah CDP, Minnesota",724
1600000US2752144,2752144,"Porter city, Minnesota",183
1600000US2752450,2752450,"Preston city, Minnesota",1325
1600000US2752522,2752522,"Princeton city, Minnesota",4698
1600000US2752558,2752558,"Prinsburg city, Minnesota",497
1600000US2752594,2752594,"Prior Lake city, Minnesota",22796
1600000US2752630,2752630,"Proctor city, Minnesota",3057
1600000US2752756,2752756,"Quamba city, Minnesota",123
1600000US2752882,2752882,"Racine city, Minnesota",442
1600000US2753026,2753026,"Ramsey city, Minnesota",23668
1600000US2753080,2753080,"Randall city, Minnesota",650
1600000US2753098,2753098,"Randolph city, Minnesota",436
1600000US2753134,2753134,"Ranier city, Minnesota",145
1600000US2753296,2753296,"Raymond city, Minnesota",764
1600000US2753386,2753386,"Redby CDP, Minnesota",1334
1600000US2753458,2753458,"Red Lake CDP, Minnesota",1731
1600000US2753476,2753476,"Red Lake Falls city, Minnesota",1427
1600000US2753620,2753620,"Red Wing city, Minnesota",16459
1600000US2753656,2753656,"Redwood Falls city, Minnesota",5254
1600000US2753710,2753710,"Regal city, Minnesota",34
1600000US2753782,2753782,"Remer city, Minnesota",370
1600000US2753890,2753890,"Renville city, Minnesota",1287
1600000US2753908,2753908,"Revere city, Minnesota",95
1600000US2753998,2753998,"Rice city, Minnesota",1275
1600000US2754056,2754056,"Rice Lake CDP, Minnesota",235
1600000US2754214,2754214,"Richfield city, Minnesota",35228
1600000US2754268,2754268,"Richmond city, Minnesota",1422
1600000US2754340,2754340,"Richville city, Minnesota",96
1600000US2754596,2754596,"Riverland CDP, Minnesota",276
1600000US2754736,2754736,"Riverton city, Minnesota",117
1600000US2754808,2754808,"Robbinsdale city, Minnesota",13953
1600000US2754880,2754880,"Rochester city, Minnesota",106769
1600000US2754934,2754934,"Rock Creek city, Minnesota",1628
1600000US2755006,2755006,"Rockford city, Minnesota",4316
1600000US2755078,2755078,"Rockville city, Minnesota",2448
1600000US2755186,2755186,"Rogers city, Minnesota",8597
1600000US2755276,2755276,"Rollingstone city, Minnesota",664
1600000US2755366,2755366,"Ronneby CDP, Minnesota",67
1600000US2755438,2755438,"Roosevelt city, Minnesota",151
1600000US2755510,2755510,"Roscoe city, Minnesota",102
1600000US2755546,2755546,"Roseau city, Minnesota",2633
1600000US2755600,2755600,"Rose Creek city, Minnesota",394
1600000US2755726,2755726,"Rosemount city, Minnesota",21874
1600000US2755852,2755852,"Roseville city, Minnesota",33660
1600000US2756014,2756014,"Rothsay city, Minnesota",493
1600000US2756086,2756086,"Round Lake city, Minnesota",376
1600000US2756176,2756176,"Royalton city, Minnesota",1242
1600000US2756212,2756212,"Roy Lake CDP, Minnesota",12
1600000US2756266,2756266,"Rush City city, Minnesota",3079
1600000US2756284,2756284,"Rushford city, Minnesota",1731
1600000US2756302,2756302,"Rushford Village city, Minnesota",807
1600000US2756338,2756338,"Rushmore city, Minnesota",342
1600000US2756428,2756428,"Russell city, Minnesota",338
1600000US2756482,2756482,"Ruthton city, Minnesota",241
1600000US2756518,2756518,"Rutledge city, Minnesota",229
1600000US2756554,2756554,"Sabin city, Minnesota",522
1600000US2756572,2756572,"Sacred Heart city, Minnesota",548
1600000US2756680,2756680,"St. Anthony city (Hennepin and Ramsey Counties), Minnesota",8226
1600000US2756698,2756698,"St. Anthony city (Stearns County), Minnesota",86
1600000US2756724,2756724,"St. Augusta city, Minnesota",3317
1600000US2756770,2756770,"St. Bonifacius city, Minnesota",2283
1600000US2756788,2756788,"St. Charles city, Minnesota",3735
1600000US2756824,2756824,"St. Clair city, Minnesota",868
1600000US2756896,2756896,"St. Cloud city, Minnesota",65842
1600000US2756950,2756950,"St. Francis city, Minnesota",7218
1600000US2757022,2757022,"St. Hilaire city, Minnesota",279
1600000US2757040,2757040,"St. James city, Minnesota",4605
1600000US2757130,2757130,"St. Joseph city, Minnesota",6534
1600000US2757202,2757202,"St. Leo city, Minnesota",100
1600000US2757220,2757220,"St. Louis Park city, Minnesota",45250
1600000US2757238,2757238,"St. Martin city, Minnesota",308
1600000US2757292,2757292,"St. Marys Point city, Minnesota",368(r23803)
1600000US2757346,2757346,"St. Michael city, Minnesota",16399
1600000US2758000,2758000,"St. Paul city, Minnesota",285068
1600000US2758018,2758018,"St. Paul Park city, Minnesota",5279(r23804)
1600000US2758036,2758036,"St. Peter city, Minnesota",11196
1600000US2758072,2758072,"St. Rosa city, Minnesota",68
1600000US2758090,2758090,"St. Stephen city, Minnesota",851
1600000US2758144,2758144,"St. Vincent city, Minnesota",64
1600000US2758306,2758306,"Sanborn city, Minnesota",339
1600000US2758396,2758396,"Sandstone city, Minnesota",2849
1600000US2758576,2758576,"Sargeant city, Minnesota",61
1600000US2758612,2758612,"Sartell city, Minnesota",15876
1600000US2758648,2758648,"Sauk Centre city, Minnesota",4317
1600000US2758684,2758684,"Sauk Rapids city, Minnesota",12773
1600000US2758738,2758738,"Savage city, Minnesota",26911
1600000US2758900,2758900,"Scandia city, Minnesota",3936(r23805)
1600000US2758936,2758936,"Scanlon city, Minnesota",991
1600000US2759098,2759098,"Seaforth city, Minnesota",86
1600000US2759116,2759116,"Searles CDP, Minnesota",171
1600000US2759152,2759152,"Sebeka city, Minnesota",711
1600000US2759188,2759188,"Sedan city, Minnesota",45
1600000US2759314,2759314,"Shafer city, Minnesota",1045
1600000US2759350,2759350,"Shakopee city, Minnesota",37076
1600000US2759566,2759566,"Shelly city, Minnesota",191
1600000US2759620,2759620,"Sherburn city, Minnesota",1137
1600000US2759782,2759782,"Shevlin city, Minnesota",176
1600000US2759998,2759998,"Shoreview city, Minnesota",25043
1600000US2760016,2760016,"Shorewood city, Minnesota",7307
1600000US2760250,2760250,"Silver Bay city, Minnesota",1887
1600000US2760322,2760322,"Silver Creek CDP, Minnesota",256
1600000US2760376,2760376,"Silver Lake city, Minnesota",837
1600000US2760754,2760754,"Skyline city, Minnesota",289
1600000US2760808,2760808,"Slayton city, Minnesota",2153
1600000US2760844,2760844,"Sleepy Eye city, Minnesota",3599
1600000US2761006,2761006,"Sobieski city, Minnesota",195
1600000US2761114,2761114,"Solway city, Minnesota",96
1600000US2761204,2761204,"Soudan CDP, Minnesota",446
1600000US2761308,2761308,"South End CDP, Minnesota",25
1600000US2761402,2761402,"South Haven city, Minnesota",187
1600000US2761492,2761492,"South St. Paul city, Minnesota",20160
1600000US2761690,2761690,"Spicer city, Minnesota",1167
1600000US2761816,2761816,"Springfield city, Minnesota",2152
1600000US2761852,2761852,"Spring Grove city, Minnesota",1330
1600000US2761888,2761888,"Spring Hill city, Minnesota",85
1600000US2761996,2761996,"Spring Lake Park city, Minnesota",6412
1600000US2762014,2762014,"Spring Park city, Minnesota",1669
1600000US2762104,2762104,"Spring Valley city, Minnesota",2479
1600000US2762284,2762284,"Squaw Lake city, Minnesota",107
1600000US2762320,2762320,"Stacy city, Minnesota",1456
1600000US2762356,2762356,"Stanchfield CDP, Minnesota",118
1600000US2762446,2762446,"Staples city, Minnesota",2981
1600000US2762500,2762500,"Starbuck city, Minnesota",1302
1600000US2762662,2762662,"Steen city, Minnesota",180
1600000US2762698,2762698,"Stephen city, Minnesota",658
1600000US2762788,2762788,"Stewart city, Minnesota",571
1600000US2762806,2762806,"Stewartville city, Minnesota",5916
1600000US2762824,2762824,"Stillwater city, Minnesota",18225(r23806)
1600000US2762896,2762896,"Stockton city, Minnesota",697
1600000US2763022,2763022,"Storden city, Minnesota",219
1600000US2763112,2763112,"Strandquist city, Minnesota",69
1600000US2763130,2763130,"Strathcona city, Minnesota",44
1600000US2763220,2763220,"Sturgeon Lake city, Minnesota",439
1600000US2763454,2763454,"Sunburg city, Minnesota",100
1600000US2763544,2763544,"Sunfish Lake city, Minnesota",521
1600000US2763778,2763778,"Swanville city, Minnesota",350
1600000US2764048,2764048,"Taconite city, Minnesota",360
1600000US2764156,2764156,"Tamarack city, Minnesota",94
1600000US2764210,2764210,"Taopi city, Minnesota",58
1600000US2764264,2764264,"Taunton city, Minnesota",139
1600000US2764318,2764318,"Taylors Falls city, Minnesota",976
1600000US2764426,2764426,"Tenney city, Minnesota",5
1600000US2764444,2764444,"Tenstrike city, Minnesota",201
1600000US2764543,2764543,"The Lakes CDP, Minnesota",667
1600000US2764547,2764547,"The Ranch CDP, Minnesota",9
1600000US2764570,2764570,"Thief River Falls city, Minnesota",8573
1600000US2764750,2764750,"Thomson city, Minnesota",159
1600000US2764948,2764948,"Tintah city, Minnesota",63
1600000US2765164,2765164,"Tonka Bay city, Minnesota",1475
1600000US2765272,2765272,"Tower city, Minnesota",500
1600000US2765308,2765308,"Tracy city, Minnesota",2163
1600000US2765344,2765344,"Trail city, Minnesota",46
1600000US2765470,2765470,"Trimont city, Minnesota",747
1600000US2765506,2765506,"Trommald city, Minnesota",98
1600000US2765542,2765542,"Trosky city, Minnesota",86
1600000US2765668,2765668,"Truman city, Minnesota",1115
1600000US2765794,2765794,"Turtle River city, Minnesota",77
1600000US2765920,2765920,"Twin Lakes city, Minnesota",151
1600000US2765927,2765927,"Twin Lakes CDP, Minnesota",149
1600000US2765938,2765938,"Twin Valley city, Minnesota",821
1600000US2765956,2765956,"Two Harbors city, Minnesota",3745
1600000US2766046,2766046,"Tyler city, Minnesota",1143
1600000US2766136,2766136,"Ulen city, Minnesota",547
1600000US2766172,2766172,"Underwood city, Minnesota",341
1600000US2766334,2766334,"Upsala city, Minnesota",427
1600000US2766388,2766388,"Urbank city, Minnesota",54
1600000US2766424,2766424,"Utica city, Minnesota",291
1600000US2766460,2766460,"Vadnais Heights city, Minnesota",12302
1600000US2766766,2766766,"Vergas city, Minnesota",331
1600000US2766802,2766802,"Vermillion city, Minnesota",419
1600000US2766874,2766874,"Verndale city, Minnesota",602
1600000US2766910,2766910,"Vernon Center city, Minnesota",332
1600000US2766982,2766982,"Vesta city, Minnesota",319
1600000US2767036,2767036,"Victoria city, Minnesota",7345
1600000US2767090,2767090,"Viking city, Minnesota",104
1600000US2767144,2767144,"Villard city, Minnesota",254
1600000US2767180,2767180,"Vineland CDP, Minnesota",1001
1600000US2767216,2767216,"Vining city, Minnesota",78
1600000US2767288,2767288,"Virginia city, Minnesota",8712
1600000US2767378,2767378,"Wabasha city, Minnesota",2521
1600000US2767396,2767396,"Wabasso city, Minnesota",696
1600000US2767432,2767432,"Waconia city, Minnesota",10697
1600000US2767504,2767504,"Wadena city, Minnesota",4088
1600000US2767558,2767558,"Wahkon city, Minnesota",206
1600000US2767612,2767612,"Waite Park city, Minnesota",6715
1600000US2767756,2767756,"Waldorf city, Minnesota",229
1600000US2767792,2767792,"Walker city, Minnesota",941
1600000US2767846,2767846,"Walnut Grove city, Minnesota",871
1600000US2767900,2767900,"Walters city, Minnesota",73
1600000US2767918,2767918,"Waltham city, Minnesota",151
1600000US2767972,2767972,"Wanamingo city, Minnesota",1086
1600000US2768008,2768008,"Wanda city, Minnesota",84
1600000US2768080,2768080,"Warba city, Minnesota",181
1600000US2768170,2768170,"Warren city, Minnesota",1563
1600000US2768224,2768224,"Warroad city, Minnesota",1781
1600000US2768260,2768260,"Warsaw CDP, Minnesota",627
1600000US2768296,2768296,"Waseca city, Minnesota",9410
1600000US2768548,2768548,"Watertown city, Minnesota",4205
1600000US2768584,2768584,"Waterville city, Minnesota",1868
1600000US2768620,2768620,"Watkins city, Minnesota",962
1600000US2768656,2768656,"Watson city, Minnesota",205
1600000US2768674,2768674,"Waubun city, Minnesota",400
1600000US2768764,2768764,"Waverly city, Minnesota",1357
1600000US2768818,2768818,"Wayzata city, Minnesota",3688
1600000US2769070,2769070,"Welcome city, Minnesota",686
1600000US2769106,2769106,"Wells city, Minnesota",2343
1600000US2769142,2769142,"Wendell city, Minnesota",167
1600000US2769250,2769250,"Westbrook city, Minnesota",739
1600000US2769304,2769304,"West Concord city, Minnesota",782
1600000US2769628,2769628,"Westport city, Minnesota",57
1600000US2769690,2769690,"West Roy Lake CDP, Minnesota",74
1600000US2769700,2769700,"West St. Paul city, Minnesota",19540
1600000US2769736,2769736,"West Union city, Minnesota",111
1600000US2769808,2769808,"Whalan city, Minnesota",63
1600000US2769844,2769844,"Wheaton city, Minnesota",1424
1600000US2769880,2769880,"Whipholt CDP, Minnesota",99
1600000US2769970,2769970,"White Bear Lake city, Minnesota",23797
1600000US2770006,2770006,"White Earth CDP, Minnesota",580
1600000US2770258,2770258,"Wilder city, Minnesota",60
1600000US2770366,2770366,"Willernie city, Minnesota",507
1600000US2770402,2770402,"Williams city, Minnesota",191
1600000US2770420,2770420,"Willmar city, Minnesota",19610
1600000US2770492,2770492,"Willow River city, Minnesota",415
1600000US2770582,2770582,"Wilmont city, Minnesota",339
1600000US2770708,2770708,"Wilton city, Minnesota",204
1600000US2770798,2770798,"Windom city, Minnesota",4646
1600000US2770870,2770870,"Winger city, Minnesota",220
1600000US2770924,2770924,"Winnebago city, Minnesota",1437
1600000US2771032,2771032,"Winona city, Minnesota",27592
1600000US2771086,2771086,"Winsted city, Minnesota",2355
1600000US2771122,2771122,"Winthrop city, Minnesota",1399
1600000US2771140,2771140,"Winton city, Minnesota",172
1600000US2771338,2771338,"Wolf Lake city, Minnesota",57
1600000US2771392,2771392,"Wolverton city, Minnesota",142
1600000US2771428,2771428,"Woodbury city, Minnesota",61961
1600000US2771446,2771446,"Wood Lake city, Minnesota",439
1600000US2771500,2771500,"Woodland city, Minnesota",437
1600000US2771680,2771680,"Woodstock city, Minnesota",124
1600000US2771734,2771734,"Worthington city, Minnesota",12764
1600000US2771788,2771788,"Wrenshall city, Minnesota",399
1600000US2771824,2771824,"Wright city, Minnesota",127
1600000US2771950,2771950,"Wykoff city, Minnesota",444
1600000US2772022,2772022,"Wyoming city, Minnesota",7791
1600000US2772184,2772184,"Zemple city, Minnesota",93
1600000US2772238,2772238,"Zimmerman city, Minnesota",5228
1600000US2772310,2772310,"Zumbro Falls city, Minnesota",207
1600000US2772328,2772328,"Zumbrota city, Minnesota",3252
